id,price
15035,504937.45909419376
15036,490889.5091314413
15037,1357248.5794469218
15038,283332.1627952531
15039,313564.3661250529
15040,324093.7875012389
15041,415714.99310855265
15042,691987.369534279
15043,273748.4378070142
15044,425012.9031079118
15045,676596.9498512637
15046,223475.2694513619
15047,521261.9119483669
15048,506656.9015356641
15049,861241.2124897682
15050,214393.06525136557
15051,445796.5817665814
15052,515005.7440101658
15053,1096797.2720077876
15054,431560.7852494888
15055,536310.9483890169
15056,582497.6764541329
15057,1135515.1168835526
15058,345936.7119832323
15059,444317.9944313913
15060,492224.7806406841
15061,360229.8509951999
15062,577358.870512045
15063,274964.9058146218
15064,650807.988326958
15065,888922.4414039671
15066,350806.7480236584
15067,596378.1160192126
15068,1150060.4113062336
15069,385168.64871089644
15070,553854.849715976
15071,546874.1003637338
15072,507309.3433735812
15073,400782.34277481784
15074,366549.5970722909
15075,761725.643132858
15076,1276645.4074548497
15077,427892.09917909873
15078,206078.5226114415
15079,897065.555632379
15080,488605.7806641649
15081,524243.36911414005
15082,658767.2289922151
15083,281644.63449703855
15084,564226.1353971243
15085,970789.3333543062
15086,541674.0249141295
15087,302654.58302099246
15088,466932.7550003942
15089,209793.91746279615
15090,375178.9817895099
15091,276079.9076204857
15092,252930.54076062157
15093,490554.9927788592
15094,287868.7037955947
15095,249741.53649673585
15096,540590.4990341451
15097,813331.6112465381
15098,457316.6798217694
15099,233465.606697996
15100,431126.9996854733
15101,180975.89840157886
15102,483944.3223769909
15103,741196.6849400348
15104,486037.11582598084
15105,303789.63232418895
15106,551532.621889642
15107,485905.621059102
15108,368811.2323436542
15109,297969.33472450485
15110,254845.68351458322
15111,537796.4952834146
15112,345562.9929482348
15113,381388.5300076646
15114,216542.62305327939
15115,390072.35502061225
15116,505961.6462925727
15117,293556.91144371394
15118,459592.67704751005
15119,714001.590750465
15120,429007.7237835845
15121,230023.81036904323
15122,295468.8554462627
15123,760903.0592630238
15124,462690.50721396523
15125,555197.8977415841
15126,403967.5025402401
15127,873454.2467960641
15128,535009.740664453
15129,238462.2308555089
15130,231104.66979386617
15131,228398.68224660648
15132,688966.8157654175
15133,1152306.205764906
15134,586969.5040403152
15135,662221.3836787603
15136,263461.01443803194
15137,700250.265017169
15138,304501.8460234141
15139,430808.03630803945
15140,640097.1193881324
15141,383070.0561369907
15142,429708.88695169694
15143,553088.9860842336
15144,607790.765424486
15145,500490.02711132617
15146,546496.4905620752
15147,320437.9918598838
15148,254123.77975583967
15149,465956.91959158913
15150,408652.4066686083
15151,501339.7169447782
15152,298503.3916841274
15153,369171.18014515814
15154,870384.8476696516
15155,189317.90829367132
15156,421419.0170707758
15157,361186.83606108266
15158,350346.6058845526
15159,317003.4452073472
15160,495151.4055871223
15161,1073947.668241258
15162,471407.7013474734
15163,392689.2436078052
15164,486565.3887428171
15165,643060.0340018983
15166,1090106.3170026029
15167,607807.2978119601
15168,780138.8792161106
15169,824271.961721511
15170,166399.96034465503
15171,484319.17335007276
15172,237622.85872991275
15173,632831.8954813284
15174,166860.3081735403
15175,215280.5312355362
15176,585841.2726159368
15177,295326.24245116126
15178,430176.2737866668
15179,928944.9936786053
15180,701749.5195730333
15181,313097.0989755912
15182,722886.9177087799
15183,276568.26659180614
15184,438196.74769498594
15185,401963.5659994375
15186,1064516.0117017496
15187,446003.4850020859
15188,463120.8113139609
15189,364277.1406421169
15190,657972.4886450421
15191,245121.2042861363
15192,451863.3291489975
15193,514833.9354160392
15194,245179.95152674653
15195,282260.95335635357
15196,562033.1174997613
15197,552104.401717646
15198,441058.1352281216
15199,359093.21890034224
15200,271658.0835002569
15201,631264.3613820544
15202,427583.11708723294
15203,186459.38994296954
15204,211858.04274427248
15205,341622.3551353676
15206,1359333.122716392
15207,512672.8509098474
15208,331419.22293298424
15209,318483.88526017574
15210,352658.01532782783
15211,316060.3491343405
15212,758121.0554491596
15213,475142.2833620084
15214,331386.7268740302
15215,454616.9461057015
15216,246815.03351037196
15217,235881.2503308814
15218,489182.61158062535
15219,395260.5191055867
15220,379635.5635425146
15221,740947.1519358777
15222,274350.47431139904
15223,523533.05887137726
15224,592407.3187627753
15225,422097.1212575594
15226,205363.35558416997
15227,503113.4187971854
15228,446202.3481212029
15229,633514.3532328188
15230,351850.78986866155
15231,231791.53845896138
15232,437716.946692738
15233,522412.11262420786
15234,1469599.995502881
15235,416524.58651330374
15236,393119.7180661204
15237,296864.0245041757
15238,531291.665587058
15239,589198.5389041051
15240,417377.95381291455
15241,364168.95244397444
15242,537048.514310047
15243,325952.2535410157
15244,670241.1493375021
15245,476246.0511977911
15246,583185.2982011567
15247,317609.0990974115
15248,591260.2955779223
15249,338540.7623065961
15250,1811657.1686788264
15251,377053.6636302665
15252,659367.8912740076
15253,400803.70835601876
15254,428889.83054989134
15255,338985.75744467636
15256,323897.3976381509
15257,381234.7228229859
15258,556414.1222982855
15259,217083.72650010843
15260,510892.2595615071
15261,261482.05628882596
15262,446598.06350001844
15263,327543.8898541458
15264,481709.04638713796
15265,920126.0880435107
15266,422656.08320516744
15267,460123.1018096524
15268,461757.3650599618
15269,531346.750103446
15270,871725.1880450073
15271,1044494.6943581132
15272,280308.22518210474
15273,258555.63080107985
15274,628842.0924115482
15275,366141.88591010764
15276,543845.6101259365
15277,302670.79004479444
15278,1159567.3700728207
15279,270899.03372313606
15280,595529.5616721576
15281,1056335.637707966
15282,430686.70340523776
15283,260459.42042885095
15284,1124422.9666030381
15285,936502.7450935205
15286,479385.9691320692
15287,615965.8919959435
15288,744191.681461245
15289,685165.5227698935
15290,385480.64916347846
15291,450885.64701919735
15292,457775.87121162214
15293,529146.1599020584
15294,774528.5079651646
15295,378483.1155999533
15296,207105.5768478943
15297,209497.12356939353
15298,863758.1353690716
15299,411051.75960150594
15300,287508.03085700196
15301,422364.2093683551
15302,184456.20305401325
15303,449237.3090335741
15304,767677.1199586581
15305,249321.68645547412
15306,511100.8221798523
15307,608657.2774137666
15308,538475.619941372
15309,301592.2320759415
15310,384445.9893360357
15311,586639.4370275505
15312,464797.13025563874
15313,1835277.4524761494
15314,230798.009164493
15315,1295341.0685152414
15316,346707.2935347989
15317,528701.8356685552
15318,533278.5606232929
15319,1359393.417144056
15320,590295.3228009753
15321,224115.2067285004
15322,782705.0454007362
15323,292768.89968757966
15324,375750.21765526687
15325,365934.14687153493
15326,678566.798338443
15327,278215.58803648484
15328,745184.9182331129
15329,505225.6385957718
15330,805664.2323143269
15331,434754.8520691528
15332,504507.99294147425
15333,440667.17747797066
15334,297346.7267829726
15335,536337.576151215
15336,368138.3385031157
15337,184236.59803100742
15338,590909.8875877089
15339,334957.2575216544
15340,330873.4104134088
15341,345235.5338934426
15342,215695.82075633953
15343,253440.98713699443
15344,742619.1797195484
15345,192501.3347051423
15346,467901.9947637158
15347,432844.2564269797
15348,1076253.0574520766
15349,290940.09262294957
15350,371127.43687266845
15351,410188.03416146897
15352,1348532.0116908299
15353,309537.8801490502
15354,277517.3273469028
15355,634932.3145196366
15356,753637.857971441
15357,777174.0348862095
15358,976406.0243212403
15359,416064.89271334215
15360,508343.757167623
15361,262795.25257319637
15362,488937.196602206
15363,492795.21937562566
15364,554509.083326111
15365,414991.99547345436
15366,582228.4882162546
15367,434611.8411495063
15368,465776.94150444324
15369,444872.8921201108
15370,486091.53069883765
15371,328748.8728422219
15372,218791.21413818997
15373,349038.8576400481
15374,400829.0916320823
15375,918955.1927199562
15376,436579.97127607814
15377,482169.5020477505
15378,601671.2379357326
15379,297263.22150086216
15380,466870.45582889597
15381,780107.5601897193
15382,627881.2627447316
15383,605064.9414028468
15384,326006.0030870378
15385,1815200.0306427744
15386,420893.0733014323
15387,602620.9682187568
15388,422708.0600097113
15389,371980.8710693577
15390,378246.43558203155
15391,299168.46990814497
15392,298333.63694195275
15393,361805.1418961715
15394,451148.224262799
15395,241481.34208388685
15396,266404.7509661116
15397,530421.1994828683
15398,219982.5469271924
15399,554768.2107154909
15400,804900.9414816175
15401,410540.7107630004
15402,856813.8642932635
15403,258430.41257275533
15404,532741.0281035947
15405,357412.9853352379
15406,966349.7109009842
15407,357429.09033258795
15408,486307.96964436374
15409,691143.3142529093
15410,305609.0431376621
15411,507224.43601895764
15412,289060.25352191116
15413,260559.68154716713
15414,341705.4346181396
15415,563668.3333793543
15416,1360295.373008755
15417,489281.1634584724
15418,421208.228969351
15419,469389.3150037938
15420,589012.3784999182
15421,666311.908394722
15422,786713.1242826745
15423,403515.93746033777
15424,442167.96343607875
15425,1258683.4951758254
15426,337969.92884156754
15427,678529.0727638584
15428,652069.8156208431
15429,734115.9880108391
15430,434572.1610716821
15431,338865.7418582528
15432,224024.7369882049
15433,470553.52270678245
15434,344151.1684492745
15435,765568.564186567
15436,436373.34600753034
15437,1218670.5019114993
15438,574800.4835895869
15439,536973.8402015738
15440,648776.6866187891
15441,685927.8048048555
15442,481244.90662335785
15443,354074.84360031015
15444,478736.61508288165
15445,467183.62835197645
15446,453716.2487979942
15447,343811.57314779086
15448,250323.95002095538
15449,220424.481849703
15450,297424.7462174615
15451,560611.0913787723
15452,305856.79245388554
15453,561018.0258764193
15454,809101.187344046
15455,1404565.9672247516
15456,425685.1613768269
15457,476107.30569572805
15458,327958.57520417386
15459,997204.999164446
15460,611943.6588099858
15461,403107.48938664026
15462,544445.879113559
15463,187270.09986262198
15464,284054.213490973
15465,761052.0153566597
15466,209405.78905410282
15467,490698.9024027538
15468,350539.9156382897
15469,242306.10077364894
15470,510969.942384476
15471,627742.2732996909
15472,333748.8666418381
15473,541485.4876646447
15474,711927.0942333252
15475,753070.1647230512
15476,597045.616169934
15477,584618.0961093414
15478,392069.6931814081
15479,287250.150369806
15480,369900.6406886371
15481,214712.18311555265
15482,1313101.3127209488
15483,269564.87956487504
15484,606696.2208180074
15485,237919.34440139207
15486,505356.77710796014
15487,464454.99622201116
15488,252145.19440907968
15489,283274.24939881085
15490,356019.44083567784
15491,297472.00114777713
15492,237935.74797031915
15493,323716.03897783265
15494,245334.0703683744
15495,333199.93790054205
15496,604648.0429899847
15497,805535.2469063327
15498,543718.90481126
15499,719021.1451959666
15500,225187.1757090469
15501,567300.7705417845
